,baseline-abs-R1,baseline-abs-R2,baseline-abs-RL,bert-base-abs-zs-R1,bert-base-abs-zs-R2,bert-base-abs-zs-RL,t5-small-abs-zs-R1,t5-small-abs-zs-R2,t5-small-abs-zs-RL,gpt-3.5-abs-zs-R1,gpt-3.5-abs-zs-R2,gpt-3.5-abs-zs-RL,gpt-4-abs-zs-R1,gpt-4-abs-zs-R2,gpt-4-abs-zs-RL,bert-base-abs-ft-R1,bert-base-abs-ft-R2,bert-base-abs-ft-RL,t5-small-abs-ft-R1,t5-small-abs-ft-R2,t5-small-abs-ft-RL,gpt-3.5-abs-ft-R1,gpt-3.5-abs-ft-R2,gpt-3.5-abs-ft-RL,gpt-4-abs-ft-R1,gpt-4-abs-ft-R2,gpt-4-abs-ft-RL
10,0.08571428571428572,0.0,0.08571428571428572,0.22818791946308722,0.09523809523809523,0.16107382550335572,0.1702127659574468,0.021739130434782608,0.12765957446808512,0.3373493975903614,0.12345679012345677,0.21686746987951808,0.35000000000000003,0.12820512820512822,0.225,0.21739130434782608,0.06666666666666667,0.17391304347826086,0.36585365853658536,0.15,0.29268292682926833,0.345679012345679,0.12658227848101267,0.22222222222222224,0.2962962962962963,0.10126582278481011,0.19753086419753085
11,0.10526315789473684,0.0,0.07894736842105263,0.2625,0.1139240506329114,0.175,0.4301075268817204,0.17582417582417584,0.27956989247311825,0.0,0.0,0.0,0.0,0.0,0.0,0.3870967741935484,0.13186813186813187,0.25806451612903225,0.34,0.10204081632653061,0.2,0.0,0.0,0.0,0.0,0.0,0.0
12,0.19819819819819823,0.03669724770642201,0.19819819819819823,0.5023696682464455,0.35406698564593303,0.44549763033175355,0.43333333333333335,0.288135593220339,0.3666666666666667,0.5666666666666667,0.3220338983050847,0.4666666666666667,0.5178571428571428,0.3454545454545454,0.4464285714285715,0.4473684210526316,0.21333333333333332,0.2894736842105263,0.5806451612903226,0.3442622950819672,0.435483870967742,0.5166666666666667,0.3220338983050847,0.43333333333333335,0.456140350877193,0.30357142857142855,0.38596491228070173
13,0.0909090909090909,0.018518518518518517,0.07272727272727272,0.4360189573459715,0.15311004784688997,0.1990521327014218,0.39705882352941174,0.13432835820895522,0.2058823529411765,0.40625,0.15873015873015875,0.1875,0.39062500000000006,0.12698412698412698,0.1875,0.43537414965986393,0.12413793103448276,0.1904761904761905,0.4305555555555556,0.15492957746478872,0.19444444444444445,0.4461538461538462,0.140625,0.2153846153846154,0.37209302325581395,0.12598425196850394,0.18604651162790697
14,0.1388888888888889,0.0,0.1388888888888889,0.20588235294117646,0.0,0.1323529411764706,0.2333333333333333,0.0,0.1,0.29213483146067415,0.1149425287356322,0.2247191011235955,0.3058823529411765,0.024096385542168672,0.16470588235294115,0.2696629213483146,0.06896551724137932,0.2247191011235955,0.26666666666666666,0.0,0.1,0.5227272727272726,0.3023255813953488,0.40909090909090906,0.42857142857142855,0.17073170731707318,0.2380952380952381
15,0.08791208791208793,0.0,0.06593406593406592,0.2383419689119171,0.0418848167539267,0.14507772020725387,0.29357798165137616,0.09345794392523366,0.22018348623853212,0.22448979591836735,0.0,0.12244897959183673,0.3157894736842105,0.12903225806451613,0.1894736842105263,0.3333333333333333,0.1,0.17647058823529413,0.3047619047619048,0.09708737864077671,0.2285714285714286,0.2828282828282828,0.020618556701030927,0.1414141414141414,0.2150537634408602,0.021978021978021976,0.1290322580645161
16,0.17647058823529413,0.0,0.11764705882352941,0.18579234972677594,0.06629834254143646,0.14207650273224043,0.205607476635514,0.0,0.13084112149532712,0.39473684210526316,0.1891891891891892,0.3421052631578948,0.4050632911392405,0.1818181818181818,0.3291139240506329,0.3333333333333333,0.14893617021276595,0.2916666666666667,0.3333333333333333,0.17857142857142858,0.28070175438596495,0.4146341463414634,0.225,0.2682926829268293,0.379746835443038,0.1818181818181818,0.3544303797468354
17,0.06666666666666667,0.0,0.06666666666666667,0.2514285714285714,0.08092485549132947,0.17142857142857143,0.2790697674418605,0.04761904761904762,0.20930232558139536,0.0,0.0,0.0,0.0,0.0,0.0,0.39999999999999997,0.08602150537634408,0.23157894736842108,0.33898305084745767,0.12068965517241381,0.22033898305084745,0.0,0.0,0.0,0.0,0.0,0.0
18,0.09302325581395349,0.0,0.06976744186046513,0.21212121212121207,0.0510204081632653,0.11111111111111113,0.3137254901960784,0.08,0.23529411764705882,0.3689320388349514,0.0792079207920792,0.19417475728155342,0.35294117647058826,0.08,0.17647058823529413,0.3220338983050848,0.0689655172413793,0.1694915254237288,0.3243243243243243,0.09174311926605505,0.18018018018018017,0.3689320388349514,0.0792079207920792,0.19417475728155342,0.32,0.04081632653061224,0.2
19,0.14285714285714288,0.013157894736842105,0.1038961038961039,0.40506329113924056,0.1446808510638298,0.16033755274261602,0.25149700598802394,0.06060606060606061,0.13173652694610777,0.3391812865497076,0.11834319526627218,0.14035087719298248,0.2619047619047619,0.08433734939759036,0.13095238095238096,0.3350253807106599,0.10256410256410256,0.19289340101522842,0.3763440860215053,0.1847826086956522,0.23655913978494625,0.3391812865497076,0.11834319526627218,0.14035087719298248,0.28235294117647064,0.11904761904761905,0.12941176470588237
20,0.08333333333333331,0.0,0.08333333333333331,0.14201183431952663,0.04790419161676646,0.10650887573964497,0.16666666666666669,0.024390243902439025,0.09523809523809525,0.27848101265822783,0.1038961038961039,0.20253164556962025,0.2962962962962962,0.10126582278481013,0.22222222222222224,0.35789473684210527,0.08602150537634408,0.23157894736842102,0.2142857142857143,0.04878048780487805,0.14285714285714285,0.2716049382716049,0.10126582278481013,0.19753086419753088,0.3,0.10256410256410256,0.2
21,0.17073170731707318,0.025000000000000005,0.14634146341463414,0.27225130890052357,0.16931216931216933,0.2094240837696335,0.24096385542168675,0.09876543209876544,0.16867469879518074,0.3404255319148936,0.2173913043478261,0.2765957446808511,0.3404255319148936,0.19565217391304346,0.2978723404255319,0.2376237623762376,0.0808080808080808,0.1584158415841584,0.375,0.2363636363636364,0.2857142857142857,0.43478260869565216,0.24444444444444446,0.391304347826087,0.3225806451612903,0.19780219780219782,0.3010752688172043
22,0.2318840579710145,0.0,0.17391304347826086,0.3626373626373626,0.15555555555555556,0.25274725274725274,0.3902439024390244,0.075,0.14634146341463414,0.5052631578947369,0.12903225806451613,0.23157894736842105,0.4222222222222223,0.0909090909090909,0.24444444444444444,0.5904761904761905,0.3300970873786408,0.45714285714285713,0.6105263157894738,0.32258064516129037,0.4421052631578948,0.4893617021276596,0.13043478260869565,0.23404255319148937,0.46153846153846156,0.06741573033707865,0.2637362637362637
23,0.13533834586466167,0.0,0.13533834586466167,0.48214285714285715,0.21621621621621623,0.26785714285714285,0.2406015037593985,0.07633587786259541,0.13533834586466167,0.0,0.0,0.0,0.0,0.0,0.0,0.5235602094240838,0.2645502645502646,0.2617801047120419,0.4768211920529801,0.2953020134228188,0.2781456953642384,0.0,0.0,0.0,0.0,0.0,0.0
24,0.10666666666666666,0.027397260273972605,0.10666666666666666,0.19289340101522845,0.05128205128205128,0.10152284263959391,0.2765957446808511,0.02173913043478261,0.14893617021276595,0.0,0.0,0.0,0.0,0.0,0.0,0.2765957446808511,0.04347826086956522,0.21276595744680854,0.36697247706422015,0.0747663551401869,0.22018348623853212,0.0,0.0,0.0,0.0,0.0,0.0
25,0.14634146341463414,0.05,0.14634146341463414,0.35365853658536583,0.25925925925925924,0.17073170731707318,0.45,0.30769230769230765,0.25,0.44705882352941173,0.21686746987951808,0.32941176470588235,0.4883720930232558,0.28571428571428575,0.23255813953488372,0.35416666666666663,0.19148936170212766,0.2916666666666667,0.5098039215686275,0.34,0.23529411764705882,0.627906976744186,0.38095238095238093,0.46511627906976744,0.5476190476190477,0.29268292682926833,0.23809523809523808
26,0.08333333333333333,0.0,0.08333333333333333,0.21052631578947367,0.05319148936170213,0.12631578947368421,0.288659793814433,0.08421052631578949,0.2268041237113402,0.42592592592592593,0.18867924528301885,0.2962962962962963,0.4299065420560748,0.17142857142857143,0.2803738317757009,0.36893203883495146,0.1188118811881188,0.2718446601941748,0.1875,0.0,0.125,0.49056603773584906,0.23076923076923075,0.32075471698113206,0.4181818181818182,0.16666666666666666,0.2545454545454545
27,0.11267605633802817,0.0,0.08450704225352113,0.23529411764705882,0.11891891891891891,0.13903743315508021,0.3333333333333333,0.2,0.25,0.5526315789473684,0.29729729729729726,0.2631578947368421,0.34210526315789475,0.10810810810810811,0.15789473684210525,0.41379310344827586,0.23529411764705885,0.2298850574712644,0.47619047619047616,0.26229508196721313,0.28571428571428575,0.5714285714285714,0.26666666666666666,0.2597402597402597,0.3589743589743589,0.10526315789473685,0.15384615384615383
28,0.20202020202020204,0.020618556701030927,0.18181818181818182,0.39999999999999997,0.19191919191919193,0.24,0.3728813559322034,0.17241379310344826,0.23728813559322032,0.5185185185185185,0.18867924528301888,0.35185185185185186,0.5321100917431193,0.16822429906542055,0.23853211009174313,0.3703703703703704,0.16541353383458648,0.2222222222222222,0.49612403100775193,0.2677165354330709,0.3720930232558139,0.5370370370370371,0.18867924528301888,0.35185185185185186,0.4954128440366973,0.18691588785046728,0.3119266055045872
29,0.034482758620689655,0.0,0.034482758620689655,0.15853658536585366,0.07407407407407408,0.15853658536585366,0.5483870967741936,0.5333333333333333,0.5483870967741936,0.2702702702702703,0.16666666666666666,0.2702702702702703,0.5,0.30303030303030304,0.5,0.5365853658536586,0.37500000000000006,0.41463414634146345,0.6,0.44117647058823534,0.6,0.2702702702702703,0.16666666666666666,0.2702702702702703,0.43478260869565216,0.2985074626865672,0.4057971014492754
30,0.12727272727272726,0.0,0.10909090909090909,0.31521739130434784,0.07692307692307693,0.1956521739130435,0.3597122302158273,0.0875912408759124,0.21582733812949642,0.44628099173553715,0.20168067226890757,0.23140495867768596,0.423728813559322,0.18965517241379312,0.288135593220339,0.5190839694656488,0.3565891472868217,0.41221374045801523,0.35211267605633806,0.08571428571428572,0.2112676056338028,0.41666666666666663,0.15254237288135594,0.19999999999999998,0.4067796610169491,0.18965517241379312,0.23728813559322032
31,0.15,0.0,0.125,0.2626262626262626,0.04081632653061225,0.11111111111111113,0.3125,0.0425531914893617,0.125,0.39999999999999997,0.11650485436893204,0.22857142857142856,0.38834951456310685,0.09900990099009901,0.19417475728155342,0.5046728971962616,0.22857142857142856,0.2990654205607477,0.37499999999999994,0.0851063829787234,0.20833333333333334,0.4117647058823529,0.08,0.23529411764705882,0.3333333333333333,0.1,0.1764705882352941
32,0.1388888888888889,0.0,0.11111111111111112,0.4313725490196078,0.3178807947019867,0.4313725490196078,0.6,0.3846153846153846,0.5,0.5454545454545454,0.23255813953488372,0.4545454545454546,0.6136363636363636,0.3488372093023256,0.4545454545454546,0.4814814814814815,0.33962264150943394,0.37037037037037035,0.7761194029850748,0.6461538461538462,0.746268656716418,0.5934065934065933,0.4719101123595506,0.5494505494505494,0.48888888888888893,0.2272727272727273,0.28888888888888886
33,0.18691588785046728,0.0,0.13084112149532712,0.32704402515723274,0.12738853503184713,0.25157232704402516,0.4752475247524753,0.26262626262626265,0.25742574257425743,0.3818181818181818,0.12962962962962962,0.2181818181818182,0.42592592592592593,0.09433962264150944,0.24074074074074076,0.33628318584070793,0.0900900900900901,0.24778761061946902,0.36893203883495146,0.1782178217821782,0.17475728155339806,0.4220183486238532,0.16822429906542055,0.23853211009174313,0.2641509433962264,0.07692307692307693,0.15094339622641512
34,0.029411764705882353,0.0,0.029411764705882353,0.3157894736842105,0.10714285714285714,0.21052631578947367,0.3235294117647059,0.15151515151515152,0.23529411764705882,0.4155844155844156,0.16,0.25974025974025977,0.39473684210526316,0.1081081081081081,0.23684210526315788,0.5263157894736842,0.27027027027027023,0.4473684210526315,0.3235294117647059,0.12121212121212122,0.23529411764705882,0.379746835443038,0.12987012987012986,0.20253164556962025,0.33766233766233766,0.10666666666666665,0.2337662337662338
35,0.14457831325301204,0.0,0.12048192771084336,0.18784530386740333,0.0670391061452514,0.143646408839779,0.5352112676056338,0.2898550724637681,0.3380281690140845,0.5060240963855421,0.22222222222222224,0.38554216867469876,0.43902439024390244,0.175,0.36585365853658536,0.5208333333333334,0.2978723404255319,0.3125,0.591549295774648,0.3478260869565218,0.3661971830985915,0.5238095238095237,0.24390243902439027,0.4047619047619047,0.46913580246913583,0.12658227848101267,0.34567901234567905
36,0.061224489795918366,0.0,0.061224489795918366,0.36633663366336633,0.22000000000000003,0.24752475247524752,0.20833333333333334,0.0425531914893617,0.10416666666666667,0.6086956521739131,0.39999999999999997,0.43478260869565216,0.45161290322580644,0.21978021978021978,0.1935483870967742,0.5773195876288659,0.29473684210526313,0.26804123711340205,0.5052631578947369,0.3225806451612903,0.33684210526315794,0.6373626373626373,0.47191011235955055,0.5054945054945055,0.3617021276595745,0.15217391304347824,0.1702127659574468
37,0.0898876404494382,0.0,0.0898876404494382,0.32258064516129037,0.11764705882352942,0.16774193548387098,0.2641509433962264,0.07692307692307693,0.18867924528301885,0.27184466019417475,0.0594059405940594,0.13592233009708737,0.34615384615384615,0.0784313725490196,0.23076923076923078,0.4716981132075472,0.2692307692307692,0.33962264150943394,0.2615384615384615,0.07812499999999999,0.16923076923076924,0.3137254901960784,0.08,0.17647058823529413,0.38834951456310685,0.17821782178217824,0.2912621359223301
38,0.056338028169014086,0.0,0.056338028169014086,0.29069767441860467,0.12941176470588237,0.1511627906976744,0.4444444444444444,0.2278481012658228,0.37037037037037035,0.5,0.25641025641025644,0.27499999999999997,0.5679012345679013,0.3291139240506329,0.34567901234567905,0.5121951219512195,0.375,0.41463414634146345,0.45333333333333337,0.24657534246575344,0.29333333333333333,0.46913580246913583,0.27848101265822783,0.34567901234567905,0.5,0.33333333333333337,0.25
39,0.049999999999999996,0.0,0.049999999999999996,0.35000000000000003,0.189873417721519,0.2875,0.588235294117647,0.3373493975903615,0.5411764705882353,0.5116279069767442,0.26190476190476186,0.46511627906976744,0.5121951219512195,0.2,0.41463414634146345,0.4117647058823529,0.22,0.23529411764705885,0.44680851063829785,0.30434782608695654,0.4255319148936171,0.47058823529411764,0.21686746987951808,0.39999999999999997,0.48192771084337355,0.271604938271605,0.38554216867469876
40,0.13186813186813187,0.0,0.10989010989010989,0.2514285714285714,0.046242774566473986,0.1142857142857143,0.23255813953488375,0.04761904761904762,0.1627906976744186,0.3370786516853933,0.06896551724137931,0.20224719101123598,0.26373626373626374,0.06741573033707865,0.13186813186813187,0.3232323232323232,0.041237113402061855,0.20202020202020202,0.4583333333333333,0.1702127659574468,0.2916666666666667,0.36363636363636365,0.09302325581395349,0.2272727272727273,0.2857142857142857,0.06741573033707865,0.15384615384615385
41,0.17777777777777776,0.0,0.11111111111111112,0.3111111111111111,0.10112359550561799,0.17777777777777778,0.4466019417475729,0.27722772277227725,0.21359223300970873,0.36000000000000004,0.10204081632653063,0.18000000000000002,0.24489795918367346,0.041666666666666664,0.12244897959183673,0.3387096774193548,0.09836065573770492,0.24193548387096772,0.3963963963963964,0.18348623853211007,0.25225225225225223,0.46601941747572817,0.17821782178217824,0.36893203883495146,0.3232323232323232,0.10309278350515465,0.1818181818181818
42,0.18367346938775508,0.020833333333333332,0.14285714285714285,0.34594594594594597,0.10928961748633881,0.2054054054054054,0.39999999999999997,0.14285714285714288,0.22000000000000003,0.45454545454545453,0.14814814814814814,0.23636363636363636,0.4299065420560748,0.13333333333333333,0.24299065420560748,0.40350877192982454,0.08928571428571429,0.2105263157894737,0.4339622641509434,0.17307692307692307,0.24528301886792453,0.4587155963302752,0.16822429906542055,0.2201834862385321,0.4112149532710281,0.09523809523809523,0.22429906542056074
43,0.0,0.0,0.0,0.1839080459770115,0.11627906976744186,0.16091954022988508,0.40506329113924044,0.25974025974025977,0.35443037974683544,0.4102564102564102,0.23684210526315788,0.3076923076923077,0.22784810126582278,0.1038961038961039,0.17721518987341772,0.5161290322580645,0.3736263736263736,0.45161290322580644,0.4615384615384615,0.3157894736842105,0.4102564102564102,0.2894736842105263,0.1081081081081081,0.2105263157894737,0.26666666666666666,0.08219178082191782,0.21333333333333337
44,0.13592233009708737,0.019801980198019802,0.11650485436893203,0.16161616161616163,0.020408163265306124,0.0909090909090909,0.36666666666666664,0.16949152542372883,0.26666666666666666,0.2276422764227642,0.03305785123966942,0.13008130081300812,0.24390243902439024,0.01652892561983471,0.14634146341463414,0.3448275862068965,0.1929824561403509,0.20689655172413793,0.26666666666666666,0.03389830508474577,0.18333333333333332,0.2276422764227642,0.03305785123966942,0.13008130081300812,0.24793388429752064,0.01680672268907563,0.1322314049586777
45,0.06779661016949151,0.0,0.06779661016949151,0.15483870967741936,0.039215686274509796,0.07741935483870968,0.22222222222222224,0.02531645569620253,0.07407407407407407,0.0,0.0,0.0,0.0,0.0,0.0,0.22500000000000003,0.1282051282051282,0.2,0.1782178217821782,0.020202020202020204,0.07920792079207921,0.0,0.0,0.0,0.0,0.0,0.0
46,0.17777777777777778,0.0,0.11111111111111112,0.20338983050847456,0.011428571428571429,0.11299435028248589,0.2954545454545454,0.023255813953488372,0.11363636363636363,0.26829268292682923,0.07499999999999998,0.17073170731707318,0.3409090909090909,0.046511627906976744,0.1818181818181818,0.2549019607843137,0.0,0.13725490196078433,0.29885057471264365,0.023529411764705882,0.16091954022988506,0.32608695652173914,0.04444444444444444,0.17391304347826086,0.32558139534883723,0.07142857142857144,0.23255813953488372
47,0.06666666666666665,0.0,0.044444444444444446,0.2555555555555556,0.056179775280898875,0.15555555555555556,0.30188679245283023,0.05769230769230769,0.2264150943396226,0.33962264150943394,0.09615384615384616,0.2264150943396226,0.25,0.07843137254901959,0.17307692307692307,0.2982456140350877,0.08928571428571429,0.2456140350877193,0.3185840707964601,0.07207207207207209,0.19469026548672566,0.33962264150943394,0.11538461538461538,0.20754716981132074,0.20754716981132074,0.01923076923076923,0.16981132075471697
48,0.022471910112359546,0.0,0.022471910112359546,0.31351351351351353,0.12021857923497269,0.22702702702702707,0.29473684210526313,0.043010752688172046,0.2105263157894737,0.38095238095238093,0.11650485436893204,0.32380952380952377,0.32380952380952377,0.03883495145631067,0.17142857142857143,0.4102564102564103,0.10434782608695653,0.2735042735042735,0.411214953271028,0.13333333333333333,0.2803738317757009,0.34951456310679613,0.1188118811881188,0.29126213592233013,0.34615384615384615,0.03921568627450981,0.15384615384615383
49,0.21487603305785122,0.03361344537815126,0.18181818181818182,0.2975206611570248,0.06666666666666668,0.1487603305785124,0.2602739726027397,0.06944444444444443,0.136986301369863,0.39416058394160586,0.17777777777777776,0.24817518248175183,0.3382352941176471,0.14925373134328357,0.2058823529411765,0.4366197183098592,0.22857142857142856,0.323943661971831,0.2953020134228188,0.0816326530612245,0.16107382550335567,0.39416058394160586,0.17777777777777776,0.24817518248175183,0.4057971014492754,0.16176470588235298,0.21739130434782608
50,0.06666666666666667,0.0,0.03333333333333333,0.20618556701030924,0.041666666666666664,0.13402061855670103,0.225,0.07692307692307691,0.2,0.30434782608695654,0.0888888888888889,0.1956521739130435,0.41379310344827586,0.11764705882352941,0.2988505747126437,0.288659793814433,0.08421052631578947,0.20618556701030927,0.26506024096385544,0.07407407407407407,0.19277108433734938,0.2727272727272727,0.0697674418604651,0.22727272727272727,0.4827586206896552,0.18823529411764706,0.3448275862068966
51,0.03571428571428572,0.0,0.03571428571428572,0.23448275862068962,0.15384615384615385,0.16551724137931034,0.23333333333333334,0.06896551724137931,0.2,0.3333333333333333,0.1842105263157895,0.3333333333333333,0.23684210526315788,0.08108108108108107,0.1842105263157895,0.13186813186813187,0.02247191011235955,0.1098901098901099,0.3880597014925373,0.18461538461538457,0.3283582089552239,0.25641025641025644,0.13157894736842105,0.23076923076923078,0.20512820512820512,0.05263157894736842,0.15384615384615385
52,0.19277108433734938,0.04938271604938271,0.14457831325301204,0.3741935483870968,0.20915032679738566,0.18064516129032257,0.4507042253521127,0.28985507246376807,0.3098591549295775,0.6590909090909091,0.32558139534883723,0.25000000000000006,0.5054945054945055,0.2471910112359551,0.26373626373626374,0.4835164835164836,0.29213483146067415,0.2857142857142857,0.43373493975903615,0.2716049382716049,0.38554216867469876,0.5057471264367815,0.3058823529411765,0.27586206896551724,0.4367816091954023,0.11764705882352941,0.2528735632183908
53,0.021052631578947368,0.0,0.021052631578947368,0.27649769585253453,0.16744186046511628,0.20276497695852533,0.10810810810810809,0.0,0.08108108108108107,0.3505154639175258,0.06315789473684211,0.22680412371134018,0.4,0.15053763440860213,0.29473684210526313,0.5517241379310345,0.40350877192982465,0.5,0.352,0.13008130081300814,0.256,0.3505154639175258,0.06315789473684211,0.22680412371134018,0.27083333333333337,0.0425531914893617,0.18749999999999997
54,0.1111111111111111,0.0,0.1111111111111111,0.27027027027027023,0.08743169398907104,0.1837837837837838,0.1941747572815534,0.039603960396039604,0.1553398058252427,0.35398230088495575,0.1081081081081081,0.15929203539823006,0.24561403508771928,0.017857142857142856,0.14035087719298245,0.33043478260869563,0.07079646017699115,0.1565217391304348,0.2631578947368421,0.03571428571428571,0.12280701754385964,0.3185840707964601,0.0900900900900901,0.15929203539823006,0.191304347826087,0.017699115044247787,0.1391304347826087
55,0.14285714285714285,0.0,0.11428571428571428,0.1951219512195122,0.04938271604938272,0.10975609756097561,0.17241379310344826,0.07142857142857144,0.17241379310344826,0.2278481012658228,0.07792207792207793,0.17721518987341772,0.17721518987341772,0.051948051948051945,0.17721518987341772,0.2222222222222222,0.10126582278481013,0.1728395061728395,0.18750000000000003,0.03225806451612904,0.15625,0.2222222222222222,0.10126582278481013,0.14814814814814814,0.0975609756097561,0.025,0.0975609756097561
56,0.17073170731707318,0.0,0.17073170731707318,0.19318181818181818,0.08045977011494253,0.11363636363636363,0.1978021978021978,0.06741573033707866,0.15384615384615385,0.27722772277227725,0.06060606060606061,0.1782178217821782,0.27368421052631575,0.04301075268817204,0.1473684210526316,0.37777777777777777,0.1590909090909091,0.26666666666666666,0.3043478260869565,0.11111111111111112,0.2173913043478261,0.27999999999999997,0.061224489795918366,0.18000000000000002,0.3095238095238095,0.04878048780487805,0.19047619047619047
57,0.0,0.0,0.0,0.3151515151515151,0.12269938650306748,0.20606060606060603,0.2558139534883721,0.04761904761904762,0.11627906976744186,0.38636363636363635,0.06976744186046512,0.20454545454545456,0.34883720930232553,0.04761904761904762,0.13953488372093023,0.33333333333333326,0.16,0.21568627450980393,0.31111111111111117,0.15909090909090912,0.22222222222222224,0.38202247191011235,0.0689655172413793,0.20224719101123598,0.38636363636363635,0.06976744186046512,0.20454545454545456
